asset_name,2022-12-01,2022-12-02,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-27,2023-02-28
CONSOLIDATED EDISON INC,-0.001938,-0.00511,0.000205,0.001951,-0.009943,0.010353,-0.010862,0.018854,0.001627,-0.000711,-0.014831,-0.018664,-0.003362,-0.002741,0.011946,-0.00585,0.007251,0.007303,-0.006007,0.005418,-0.012229,0.004721,0.008667,-0.013459,0.026656,-0.001124,0.003786,0.005301,-0.010952,-0.010663,-0.010364,-0.022516,-0.009214,0.014165,-0.002559,0.005345,0.004253,0.004553,0.000316,0.001475,0.002735,0.001469,-0.003038,-0.023434,0.006672,-0.003207,-0.015871,-0.017217,0.02406,0.004764,-0.009591,0.001098,0.005044,0.017347,-0.005576,-0.003451,-0.008982,-0.003494,-0.004493,-0.016511
METTLER TOLEDO INTERNATIONAL INC,0.014133,-0.002838,-0.021351,-0.000392,0.005345,0.014478,-0.018324,0.02015,0.018944,-0.025287,-0.03844,0.007136,-0.021188,0.005093,0.027736,-0.003864,0.000424,0.005691,-0.011788,0.025822,-0.014764,0.01136,0.020316,-0.001381,-0.026814,0.004719,0.044253,0.021613,-0.011276,0.014041,-0.016999,0.005453,-0.013763,0.028364,0.009702,-0.026594,-0.002072,-0.005132,0.003964,-0.014604,0.016923,0.018018,0.014956,0.004906,-0.022411,0.00126,-0.00208,-0.012903,-0.013899,0.027047,-0.00563,0.010553,-0.017474,-0.013411,-0.036263,-0.002481,0.00841,-0.026955,0.002451,0.001481
ILLUMINA INC,0.012748,-0.009508,-0.022399,-0.036847,0.012331,0.009112,-0.022812,0.014104,0.010742,-0.003701,-0.012001,-0.038176,-0.039842,-0.000678,0.031338,-0.008508,-0.023189,-0.012916,0.010807,0.056758,0.002777,-0.006578,0.008662,-0.007206,0.003579,0.026948,-0.062033,0.04937,-0.050478,0.037987,0.026503,-0.002906,-0.045958,0.040788,0.058662,-0.005684,-0.019103,0.008245,0.005875,-0.018362,0.019515,0.010831,0.038888,-0.047479,-0.02595,0.033733,-0.079911,-0.0133,0.003676,0.098484,-0.014402,0.005732,-0.010418,4.7e-05,-0.04244,-0.005571,0.002429,-0.027745,0.001577,0.011681
AMERISOURCEBERGEN CORP,0.005507,0.013751,-0.015576,-0.011443,0.005729,0.000998,-0.030095,0.011311,-0.012979,0.001454,0.001997,0.007186,0.002578,0.000957,0.01159,-0.000295,0.004372,-0.005941,-0.009704,-0.007827,-0.002048,-0.008569,-0.008643,0.001289,0.016127,-0.004466,0.013881,-0.01118,-0.002963,-0.00376,-0.00073,-0.007371,-6.1e-05,-0.00448,-0.003021,-0.001793,0.012575,0.008871,-0.004548,0.007005,0.02208,-0.046816,-0.01602,-0.01098,-0.014292,0.014888,0.006761,-0.014856,0.025868,-0.002641,-0.007881,0.009215,0.010453,0.006356,-0.004025,-0.004414,-0.003934,-0.005831,-0.012234,-0.006831
RESMED INC,-0.003736,0.015523,-0.058179,-0.007386,0.020438,0.00144,-0.012674,0.005554,0.012675,-0.012696,-0.026352,-0.024368,-0.003098,-0.001147,0.005888,-0.004759,-0.003921,-0.006864,-0.005413,0.017495,-0.005922,0.004709,0.00856,-0.027643,0.018628,0.00383,0.014259,0.008699,-0.002471,0.019159,0.033379,0.002618,0.014737,0.023681,0.007668,-0.012303,-0.01053,0.004369,-0.032649,-0.008371,0.025414,0.002846,-0.010523,-0.00887,-0.01398,0.013501,-0.013589,-0.026475,-0.009205,0.009759,-0.005994,0.004488,-0.004514,0.010425,-0.003979,-0.005992,0.00472,-0.01614,0.001702,0.005239
P P G INDUSTRIES INC,-0.001923,0.017338,-0.019738,-0.018947,-0.019691,0.007108,0.000384,0.014646,0.013226,-0.009696,-0.030127,-0.020191,-0.00428,-0.006925,0.019157,-0.010146,0.006833,-0.002367,-0.017007,0.01714,-0.005222,0.008748,0.024677,-0.052781,0.043782,0.002879,0.007061,0.017799,-0.003558,0.005926,-0.013444,-0.021742,-0.032713,0.059871,-0.005343,0.005142,-0.021532,-0.003511,-0.002741,0.002356,0.021073,0.012813,0.018332,-0.027524,-0.009868,0.014138,-0.00678,-0.011658,-0.02041,0.019884,0.008078,0.009709,-0.009692,0.005885,-0.028558,0.019572,-0.003886,0.012015,0.014648,0.003419
P G & E CORP,-0.005096,0.002561,-0.021711,0.00718,0.009073,-0.009634,0.007782,0.030245,0.0,0.02436,-0.012805,-0.006794,-0.014925,0.002525,0.004408,0.0,0.006897,0.024284,-0.017629,0.011139,-0.004896,-0.03567,0.012755,-0.013854,0.014687,0.004405,-0.001253,-0.011292,0.013325,-0.005009,-0.001259,-0.016383,-0.010891,0.013601,0.005112,0.006357,0.010739,-0.009375,0.013249,-0.013076,0.003155,-0.016352,-0.000639,-0.005118,0.007074,-0.001277,-0.012148,0.000647,0.005175,0.007722,-0.005109,0.016046,-0.017688,0.001286,-0.007707,0.004531,-0.015464,0.032723,-0.001901,-0.008254
BAKER HUGHES CO,0.00827,0.008544,-0.026771,-0.011838,-0.017618,0.007174,-0.034544,0.038362,0.039432,-0.009569,0.00207,-0.023072,-0.003877,0.023355,0.014869,-0.033731,0.026093,0.009278,-0.02792,0.022067,0.011995,-0.026414,-0.029913,0.032628,0.040278,0.019359,0.010806,-0.001296,0.021732,0.004127,-0.004742,-0.025095,-0.006517,0.019023,-0.015449,-0.014384,0.028192,0.025806,-0.015723,-0.008946,0.023211,0.007877,-0.018756,0.005416,0.009244,0.027164,0.001537,-0.011974,0.022996,-0.004253,-0.009762,-0.00955,0.003421,-0.051767,-0.015038,-0.002655,0.013977,-0.002954,0.021725,-0.014175
KROGER CO,-0.015857,-0.017352,-0.031533,0.005644,0.013166,0.011078,-0.02086,0.005165,-0.026975,-0.015182,-0.028374,0.019085,0.001805,0.004054,-0.002692,0.017769,0.014144,0.001308,-0.029815,0.000897,-0.000896,-0.002467,0.011244,0.004225,0.012843,0.009838,-0.004546,-0.008047,0.001315,-0.009853,0.02123,-0.019922,-0.027839,0.010227,0.005624,-0.009843,0.01446,-0.0098,0.01327,-0.018646,0.0095,0.012324,-0.004648,-0.01223,0.002702,-0.001572,-0.004497,-0.004066,0.016103,0.002009,-0.022277,0.014669,-0.009487,0.003421,0.014091,0.0,-0.015912,-0.003644,-0.007771,-0.00622
WALGREENS BOOTS ALLIANCE INC,-0.004578,0.004115,-0.006509,-0.015045,0.001478,0.00615,-0.011492,0.015583,-0.000731,-0.009749,-0.027074,-0.012143,0.006914,0.005341,-0.023526,-0.004145,0.004943,-0.008284,-0.019055,-0.002927,-0.002936,-0.00455,0.008067,-0.06135,0.040352,-0.007102,0.009629,0.011444,-0.012392,0.003273,-0.012235,-0.019818,-0.005616,0.013273,0.022018,-0.020998,0.010585,0.006064,0.018356,-0.017218,0.009034,0.008681,0.014255,-0.016441,-0.021839,0.012679,-0.004899,-0.020514,0.020665,0.015322,-0.009701,0.006803,-0.005476,0.012115,-0.016322,-0.002212,0.003603,-0.011323,-0.011453,0.003956
STATE STREET CORP,-0.011924,-0.012703,-0.019043,-0.024659,0.081899,-0.028962,0.011649,0.015564,0.013332,-0.017706,-0.020403,-0.007156,-0.001802,0.005544,0.009232,-0.010926,-0.004624,-0.004388,-0.004018,0.019521,-0.001787,0.0107,0.013776,-0.009688,0.025029,0.002851,0.006798,0.010803,0.000364,0.007284,0.000362,-0.01759,-0.012509,0.046697,0.023019,0.009395,0.013444,0.023016,0.005541,-0.006393,0.013089,0.010402,0.000975,-0.013966,-0.003843,0.021492,0.009819,-0.011326,0.00054,0.015662,-0.004786,0.005664,-0.008926,-0.013616,-0.030761,-0.012,-0.011237,0.000689,0.018814,-0.001464
ELECTRONIC ARTS INC,0.006423,0.005014,-0.014061,-0.023079,-0.010988,0.000794,-0.011101,0.007137,0.000637,-0.008116,-0.023504,8.2e-05,-0.007803,-0.003063,0.017273,-0.008816,0.000741,-0.005679,-0.010594,0.022168,-8.2e-05,0.005075,0.017997,-0.00264,-0.006336,0.00226,-0.001208,0.016852,0.002458,-0.007594,-0.014028,8.1e-05,8.1e-05,0.018348,0.011271,0.000628,0.000549,0.012386,-0.002091,0.000931,-0.002403,-0.092633,-0.006595,-0.017846,-0.015186,0.017738,-0.012962,-0.008075,8.9e-05,0.012522,-0.008392,0.00971,-0.014293,0.002506,0.000179,-0.0025,-0.009128,-0.00858,0.012025,0.00036
PUBLIC SERVICE ENTERPRISE GP INC,-0.002477,0.008609,-0.01067,0.005475,-0.010726,0.009842,-0.003833,0.014221,0.008248,0.000982,-0.01373,-0.01823,0.002026,-0.002527,0.021787,-0.006116,0.015799,0.011952,-0.008413,0.008811,-0.009057,0.012731,0.007413,-0.022236,0.024869,0.01357,0.002835,0.004712,-0.018446,-0.00207,0.00383,-0.032909,-0.013316,0.006831,0.007612,0.000985,-0.001641,0.002958,-0.006554,0.007752,0.013584,-0.001938,0.005177,-0.020602,0.007067,-0.004406,-0.01426,-0.009644,0.018301,0.010882,-0.002447,0.00981,0.000162,0.007447,-0.017355,-0.005724,-0.004276,0.010076,0.006051,-0.017718
DISCOVER FINANCIAL SERVICES,-0.016888,-0.010607,-0.017932,0.003478,-0.001252,-0.007808,0.00068,0.022136,0.012158,-0.029185,-0.044176,-0.020125,-0.017752,0.016182,0.011271,-0.009611,0.00764,-0.008709,-0.015194,0.022775,0.003899,-0.008586,0.044128,-0.016984,0.035058,0.008152,0.016654,0.01354,-0.009155,0.010749,-0.016698,-0.029124,-0.004299,0.041609,0.039099,0.01088,0.030586,-0.001828,0.025111,-0.026622,0.020011,-0.00771,0.018303,0.008902,-0.015546,0.005805,-0.018926,-0.009256,0.004104,0.01,-0.006888,-0.000867,-0.03141,-0.004031,-0.018439,0.009622,0.010221,0.013731,-0.006862,0.004935
ALBEMARLE CORP,-0.009713,0.032656,-0.067011,-0.027297,-0.001473,-0.006133,-0.010858,0.024126,0.009832,-0.053644,-0.028101,0.009813,-0.0392,0.000686,-0.003726,-0.028586,0.004337,-0.056398,-0.00056,0.016025,-0.002805,-0.010883,0.042284,-0.022186,0.01386,0.010648,-0.000446,0.056543,0.028111,-0.004029,0.003468,0.003003,-0.019237,0.039229,0.048895,0.015155,0.024151,0.031257,0.008123,-0.034573,0.034819,0.015811,0.014865,-0.010064,-0.036278,0.00914,-0.040059,-0.002834,0.003366,0.006113,0.002853,0.007721,0.047033,-0.096667,-0.062207,0.018557,0.030026,-0.017057,0.030058,-0.010544
GLOBAL PAYMENTS INC,-0.002409,-0.004347,-0.016007,-0.037267,0.012186,0.000911,-0.01122,0.018606,-0.001907,-0.017295,-0.026092,-0.00158,-0.017409,0.009342,0.019043,-0.012945,0.022951,0.009926,-0.013411,0.029366,0.00121,0.00886,0.032735,-0.014496,0.031281,0.012266,-0.010802,0.002754,0.026042,-0.006368,0.035296,-0.020187,-0.005219,0.030376,0.013311,-0.01005,-0.005432,0.007521,0.001689,-0.021471,0.022033,0.024486,0.005802,-0.026604,-0.016717,0.027885,-0.023103,9e-05,0.055894,-0.026298,0.012197,0.015321,-0.005171,-0.008862,-0.027427,0.007249,-0.001668,-0.013539,0.011853,-0.011802
FASTENAL CO,0.000971,-0.002521,-0.0105,-0.014738,0.002194,0.018308,-0.004104,0.013933,-0.029611,-0.011169,-0.032473,-0.002085,-0.002507,-0.002094,0.006086,-0.005215,0.001468,-0.005653,-0.013687,0.015372,-0.005046,0.001691,0.012025,-0.034814,0.028294,0.007141,0.01147,0.012371,-0.001629,-0.00408,-0.01229,-0.014102,-0.015566,0.047009,-0.000204,0.012043,-0.002219,0.00283,0.012901,-0.016318,0.022658,0.03363,0.065318,-0.019714,-0.018081,0.004885,-0.015146,-0.009683,-0.000959,0.017655,-0.005469,0.006447,-0.00113,0.007922,-0.037051,0.002721,-0.003876,-0.003113,0.00644,-0.000194
ONEOK INC NEW,0.004184,0.0,-0.028125,-0.026183,0.003931,0.004229,-0.00889,0.037766,0.015315,-0.005526,-0.028683,-0.002938,-0.017367,0.002051,0.02378,-0.013844,0.022617,0.008084,-0.023907,0.022322,-0.003791,-0.026788,0.00782,0.006052,0.026839,0.016824,0.023933,0.011254,0.011985,-0.00141,-0.010024,-0.020964,0.013838,0.00158,0.000287,-0.003155,-0.006762,0.007242,-0.004961,-0.014068,0.017836,-0.003505,0.006887,-0.002183,-0.005251,0.01305,-0.004921,-0.011345,0.021774,0.00648,-0.00186,-0.001433,-0.00689,-0.027894,-0.016801,0.00378,0.024104,-0.006178,0.005625,-0.03665
H P INC,-0.005992,-0.007368,-0.014507,-0.030811,-0.016955,0.023356,-0.00948,0.028713,0.003877,-0.017665,-0.053597,-0.004471,-0.005988,0.001883,0.003006,-0.001124,0.003751,0.011584,-0.019579,0.01884,-0.006287,-0.004466,0.01757,-0.000367,0.042264,0.009873,0.015712,-0.008938,-0.009712,-0.022417,-0.011465,-0.002175,-0.020705,0.035237,0.024722,-0.006993,0.010211,0.011154,0.007584,-0.014027,0.011103,0.025052,0.0308,-0.009094,-0.024254,0.007726,-0.013,0.001689,0.010452,0.012346,0.001978,0.004276,-0.008516,-0.003634,-0.038462,0.002759,0.016162,-0.011168,0.005818,0.004423
COSTAR GROUP INC,0.023569,0.006148,-0.020129,-0.010027,-0.009881,0.027819,-0.020512,0.015366,0.000732,-0.009024,-0.041595,0.001284,-0.010516,-0.005962,0.016167,-0.008853,-0.00466,-0.001821,-0.00912,0.021302,-0.005021,0.004788,0.004507,-0.039744,0.02964,-0.000519,0.00973,0.037518,-0.005325,0.009089,-0.017643,-0.019342,-0.018699,0.024798,0.002929,-0.001524,-0.016024,0.017319,-0.011816,0.001543,0.0,0.014249,0.012657,-0.04287,-0.0111,0.02806,-0.017276,-0.009411,0.002243,0.014745,-0.003892,0.027611,-0.009125,-0.00793,-0.019856,-0.051171,-0.019271,-0.000141,0.002262,-0.003244
CORNING INC,0.003223,-0.007009,-0.014706,-0.006567,-0.004808,0.006039,-0.009004,0.014234,0.01493,-0.007649,-0.027868,-0.014944,-0.017028,-0.006299,0.015214,-0.014362,0.005702,0.004724,-0.015047,0.017823,-0.001251,0.018785,0.048248,0.008209,0.028788,0.001131,0.011858,0.015904,0.00357,-0.012863,-0.003327,-0.000278,-0.005287,0.002517,0.007533,-0.008308,-0.006981,0.024466,0.010156,-0.011141,-0.048915,0.019359,0.028628,-0.015156,-0.020146,0.004854,-0.001421,-0.003984,0.007143,0.011915,-0.00785,0.006782,-0.007859,0.006506,-0.027263,-0.00549,0.008135,-0.011239,0.008161,-0.010493
ENPHASE ENERGY INC,-0.020556,0.070064,-0.000536,-0.07769,0.023633,0.008895,-0.001,0.0041,0.015988,0.02089,-0.05631,-0.033974,0.00534,-0.009639,0.049757,-0.05749,-0.016462,-0.066032,-0.02608,-0.007069,-0.001996,-0.043969,-0.006593,-0.044786,-0.027957,-0.024438,0.008292,0.039116,0.012143,0.017003,0.021275,-0.002987,-0.109225,-0.001929,0.026512,-0.039266,-0.041691,-0.010936,0.009951,0.010139,0.043163,0.026019,0.002465,-0.020949,0.000269,0.02453,-0.041977,-0.042354,0.011784,0.002358,-0.019852,0.045692,-0.06917,0.010799,-0.016294,0.009522,0.0056,-0.028089,0.059409,-0.001186
KEYSIGHT TECHNOLOGIES INC,0.003262,-0.005235,-0.010912,-0.009689,0.00492,0.018852,-0.001823,0.01317,0.011469,-0.011987,-0.037163,-0.013225,-0.014208,0.005602,0.010038,-0.024645,0.000295,-0.001178,-0.011614,0.027079,-0.006562,-0.00076,-0.002632,-0.009502,0.038787,0.006784,0.007927,0.008033,-0.008471,0.015119,0.024085,-0.018761,-0.026283,0.012449,0.00911,-0.001883,0.003551,-0.004368,-0.014495,-0.003043,0.013792,0.000781,0.014987,-0.004281,-0.011963,0.020867,-0.00869,0.006285,-0.009698,0.017981,0.006739,0.017653,-0.008169,-0.006365,-0.015072,-0.127118,0.007137,-0.018961,0.021672,-0.007877
W E C ENERGY GROUP INC,-0.018661,-0.012643,-0.018842,0.012414,-0.008698,0.011312,0.000732,0.022355,0.011342,-0.01273,-0.012075,-0.014605,-0.009356,0.000955,0.006043,-0.003161,0.009302,0.005551,-0.009791,0.003576,-0.017294,0.004266,0.006584,-0.025005,0.025538,0.018888,0.001657,0.015302,-0.013646,-0.01146,-0.007415,-0.02641,-0.007889,0.013943,-0.002686,0.000539,-0.001507,0.001294,-0.000969,-0.001617,0.014792,0.009682,0.000211,-0.014328,0.002886,-0.007141,-0.016101,-0.008073,0.025847,0.006111,-0.014614,0.004471,-0.005428,0.013754,-0.01486,-0.003826,-0.000439,-0.000878,-0.010767,-0.015327
C D W CORP NEW,0.013624,-0.006224,-0.016262,-0.011716,0.000595,0.011361,-0.007863,0.022321,0.01772,-0.004923,-0.040775,-0.015852,-0.016273,0.003421,0.012015,-0.018057,0.0018,0.004772,-0.019666,0.025019,-0.007117,0.005208,0.009136,-0.017058,0.028979,0.004039,0.013155,0.022535,0.014745,0.00755,0.014216,0.002378,-0.004039,0.007451,0.006088,-0.014152,-0.025464,0.011347,-0.005198,0.003828,0.010308,0.016069,0.01456,-0.004949,-0.005073,-0.003849,0.011892,0.00843,0.011212,0.027038,-0.014725,0.021769,0.007666,-0.001494,-0.039405,-0.007348,0.005981,-0.010214,-4.9e-05,-0.000494
NASDAQ INC,0.00336,0.007154,-0.016237,-0.012526,-0.032383,-0.010025,-0.015423,0.023418,0.004793,-0.021542,-0.029093,-0.018141,-0.002639,-0.005624,0.02312,-0.007316,0.003603,-0.004896,-0.004592,0.019275,-0.008405,0.006683,-0.001781,-0.022871,0.023406,0.015572,-0.001118,0.007675,-0.000476,0.005715,0.000316,-0.008995,-0.028662,0.017377,0.004189,-0.006419,-0.058463,0.031046,0.006488,-0.01405,0.009053,-0.011464,0.017983,-0.00033,-0.020644,0.010961,-0.005171,-0.011066,0.010851,-0.000503,-0.016278,0.009212,-0.01217,0.002053,-0.030396,0.005636,0.001751,-0.002622,-0.01227,-0.005146
CROWDSTRIKE HOLDINGS INC,0.054569,-0.000564,-0.045726,-0.038029,-0.005535,0.009187,0.007353,0.030066,0.020668,-0.003471,-0.04628,-0.03035,-0.030583,0.016098,-0.02258,-0.031486,-0.019044,-0.01304,-0.006954,0.046119,0.006885,-0.01909,0.010505,-0.090787,-0.001792,0.019531,-0.00932,0.013902,0.010103,0.01582,0.049231,-0.032845,-0.011386,0.035654,0.027947,-0.015993,-0.036138,0.036203,-0.001149,-0.028558,0.044688,0.043437,0.04914,-0.020443,-0.036457,0.047249,-0.00096,-0.009259,-0.039323,0.02946,0.036908,0.036196,-0.044806,-0.007557,-0.01593,0.046251,-0.001615,-0.001362,0.028735,0.000332
C B R E GROUP INC,-0.000754,-0.003646,-0.01918,-0.01145,-0.006507,-0.002882,-0.003678,0.008703,0.043922,-0.005635,-0.024808,-0.021178,-0.010422,-0.001866,0.023374,-0.012268,0.013081,-0.002348,-0.014119,0.028378,-0.007608,0.019231,0.016318,-0.016182,0.031748,0.010381,0.011864,0.025384,0.009431,0.005606,-0.016374,-0.012869,-0.002631,0.010793,0.009254,-0.021982,-0.001803,0.012643,0.004281,-0.009354,0.021991,-0.003976,0.039568,-0.015812,-0.017329,0.016233,-0.025856,0.034092,-0.004107,0.018328,0.0,0.006862,-0.011284,0.002938,-0.033461,0.001748,0.010589,-0.021416,0.002353,-0.000587
VERISK ANALYTICS INC,0.013227,-0.003761,-0.012349,-0.006061,0.005054,-0.004263,0.001811,-0.003342,0.015393,-0.007688,-0.034814,-0.008947,-0.010285,-0.005946,0.022824,-0.009312,0.006476,-0.000285,-0.007576,0.021982,-0.00921,0.005215,0.016409,-0.01448,0.029498,-0.004539,0.008185,0.015964,-0.018823,0.005411,-0.012938,-0.004847,-0.013172,0.018507,0.020649,-0.010844,-0.017671,0.004886,-0.004641,-0.004108,0.013266,0.013037,0.01553,-0.036948,-0.017656,0.005313,-0.000899,-0.008384,0.003178,0.012954,-0.012565,0.003393,-0.006764,0.005164,-0.013775,-0.001088,-0.003438,-0.012766,0.001806,-0.005117
ANSYS INC,0.020881,-0.011055,-0.029018,-0.021621,-0.004018,0.008069,-0.010903,0.010941,0.039533,0.006129,-0.031511,-0.021127,-0.030438,0.005438,0.022013,-0.019348,0.001433,-0.002905,-0.010428,0.039123,-0.008088,-0.012211,0.018019,-0.046472,0.033499,0.035838,0.001653,0.015137,-0.000754,0.008453,-0.005588,-0.004037,-0.012954,0.032287,0.017042,-0.012232,0.009433,0.025189,0.000338,-0.019162,0.018351,0.030147,0.029556,-0.025735,-0.010173,0.017105,-0.01707,-0.003451,-0.016137,0.02142,0.005573,0.013198,-0.016769,-0.009076,-0.018282,0.003649,0.104843,-0.011569,0.014897,0.02682
EVERSOURCE ENERGY,0.012672,-0.002384,-0.000717,0.008488,-0.007112,0.009909,-0.006384,0.019631,0.002917,-0.001163,-0.012609,-0.016047,0.000604,-0.002052,0.015969,-0.010002,0.013111,0.008785,-0.008121,0.009492,-0.014575,0.004533,0.01318,-0.018516,0.024478,-0.001049,-0.000233,0.0014,-0.007924,-0.013039,-0.003451,-0.030097,-0.017609,-0.000501,0.001881,0.004506,-0.006729,0.007653,0.007719,0.005313,0.011798,0.004616,0.008342,-0.036571,0.011948,-0.007748,-0.019212,-0.011879,0.024044,0.002748,-0.017437,0.012549,-0.014522,0.01969,-0.023795,0.000893,-0.004973,-0.008457,-0.003748,-0.022441
ULTA BEAUTY INC,0.016543,-0.00254,0.002525,-0.014687,0.03108,0.003333,-0.020804,0.0007,-0.015997,-0.003359,-0.016917,-0.008571,-0.023519,-0.002974,0.029804,0.010524,-0.001422,0.016652,-0.001035,0.002826,0.009122,0.005458,0.02521,0.01121,-0.005624,-0.002941,0.007963,0.01009,-0.003485,-0.001708,0.007332,0.0111,-0.023916,0.006412,0.018769,0.002118,0.002193,0.008336,-0.002269,0.004548,0.011792,0.018737,-0.005271,-0.000134,-0.0053,0.013436,-0.003315,-0.002179,-0.012125,0.008589,0.008593,0.00364,0.009496,-0.002935,-0.009547,0.011754,0.000678,-0.0216,0.006077,-0.008315
M & T BANK CORP,-0.009999,0.004634,-0.046068,-0.005951,-0.077206,0.01453,0.008393,0.001057,-0.035568,-0.016148,-0.019334,-0.006808,0.004284,-0.002417,0.019243,0.012237,-0.001382,0.008993,-0.0157,0.013234,-0.002818,-0.00062,0.011175,-0.002388,0.02701,-0.01092,-0.003702,0.009122,0.001942,-0.000601,0.00662,-0.031487,0.054938,-0.00078,0.006962,0.001163,0.006131,-0.005645,-0.000194,-0.009614,0.016353,-0.010256,0.010492,0.019228,-0.007798,0.014704,-0.007558,-0.006923,0.007795,0.014527,-0.004401,-0.002304,-0.003557,0.001503,-0.027952,-0.008041,0.003372,0.009113,-0.006789,0.001419
ZIMMER BIOMET HOLDINGS INC,0.027061,-0.003081,-0.005611,-0.007278,0.023066,0.013286,-0.011443,0.013907,0.018235,-0.001479,-0.009513,-0.011337,-0.004937,0.003761,0.013155,-0.002282,0.001104,0.004657,-0.010135,0.014604,-0.002582,-0.001726,0.009271,-0.018527,-0.003014,0.002784,-0.004363,-0.009402,-0.009009,0.001461,-0.002999,-0.00756,-0.001065,0.017548,0.014909,-0.003653,-0.004622,0.004804,0.003028,-0.000397,0.012,0.003612,-0.003052,0.016011,-0.007184,0.01883,-0.001375,-0.01889,-0.002962,0.001095,-0.010465,-0.001578,-0.011066,0.006874,-0.015639,-0.003064,-0.00364,-0.003816,0.00489,0.004623
GARTNER INC,0.016839,-0.012013,-0.004347,-0.00759,-0.015095,0.011239,-0.008949,0.013574,0.011409,-0.013298,-0.018488,-0.007804,0.002632,-0.009821,0.018199,-0.019892,0.002716,-0.000863,-0.008312,0.022081,-0.011992,0.004016,-0.009897,-0.028071,0.011855,0.001613,0.008628,0.017199,-0.005241,0.000149,-0.006161,-0.009913,-0.018542,0.026166,-3e-05,-6e-05,-0.013006,0.000974,0.008209,0.004825,0.014765,0.02703,0.003628,-0.018907,-0.002983,0.035081,-0.018164,0.013132,-0.009714,0.011047,-0.026319,0.007101,0.003946,5.8e-05,-0.022513,-0.012063,0.004758,-0.010097,-0.014924,0.001283
DIAMONDBACK ENERGY INC,-0.022429,0.005252,-0.023787,-0.02669,-0.011938,-0.026948,-0.024684,0.035571,0.015722,0.003814,0.003946,-0.022274,-0.005509,0.010181,0.015266,-0.030073,0.031231,0.004014,-0.022605,0.01346,0.003669,-0.039479,-0.005785,0.026183,0.030588,0.024251,0.003251,0.002043,0.021724,-0.000619,0.003374,-0.011185,0.016169,0.007649,0.012199,-0.014128,-0.001087,0.019105,0.007139,-0.037229,0.005367,-0.018957,-0.040321,0.006033,-0.009249,0.046966,0.005085,-0.019544,0.055277,-0.0071,0.011064,-0.028224,-0.026641,-0.049944,-0.00349,0.022949,0.031394,0.005508,0.013906,-0.026185
TRACTOR SUPPLY CO NEW,-0.007423,0.00138,-0.017738,-0.017289,0.000967,0.01003,-0.005466,-0.017635,-0.001259,0.005229,-0.006038,-0.0164,0.004513,-0.005959,0.019267,-0.005601,0.018822,0.02778,-0.014299,0.032197,-0.008855,-0.007957,-0.007572,-0.008398,0.009152,-0.018769,0.019588,-0.000631,-0.003881,0.001586,-0.009498,-0.019453,-0.036651,0.025186,0.01608,-0.002877,-0.00484,0.060331,-0.004631,-0.012762,0.02334,0.008948,0.003782,-0.010134,0.016888,0.001334,-0.006402,0.010898,-0.003251,0.017897,0.003457,0.006807,-0.010976,0.008524,-0.020753,-0.005255,0.000816,-0.006137,0.016873,-0.004991
AMERICAN WATER WORKS CO INC,0.014826,-0.001753,-0.003643,0.009792,-0.005754,0.010534,0.004697,0.005444,0.014014,-0.005277,-0.012188,-0.0257,-0.006037,-0.008054,0.015107,-0.003934,0.007174,0.008234,-0.007519,0.010841,-0.015248,0.011022,0.019922,-0.015906,0.023211,0.001137,0.014706,0.004043,-0.01239,-0.00345,-0.01026,-0.028937,-0.016373,0.008989,-0.003761,0.023647,0.006277,0.004437,0.00525,-0.012865,0.009613,0.013611,0.012483,-0.024844,0.002905,-0.00601,-0.030746,-0.010817,0.009325,0.008375,-0.01582,-0.000402,-0.011993,0.01458,-0.013034,-0.006637,-0.019226,-0.015988,-0.012574,0.004293
EDISON INTERNATIONAL,-0.017102,-0.002289,-0.003824,0.013821,-0.009845,0.000459,0.005963,0.024776,0.006675,-0.003242,-0.013599,-0.024427,-0.002304,-0.001078,0.005241,-0.01104,0.010543,0.009819,-0.012154,0.001807,-0.012112,0.010374,0.032825,-0.022594,0.030513,0.013758,0.006048,0.017889,-0.013973,-0.003652,0.007331,-0.027802,-0.016769,0.016141,0.004496,0.011786,-0.004276,0.012439,0.005412,-0.008729,0.011154,-0.014949,0.012819,-0.027204,0.014057,-0.007374,-0.007428,-0.014968,0.018234,0.015072,-0.007057,0.002369,-0.00709,0.005504,-0.01302,-0.007645,-0.005136,0.042059,-0.007285,-0.028181
